"","model_S$FREQUENCY","V2","V3"
"4455",1,36.09,-115.18
"4456",1,33.8,-117.87
"4457",1,35.01,-118.27
"4458",1,32.88,-117.17
"4459",1,37.33,-121.89
"4460",1,35.78,-118.44
"4461",1,36.21,-120.38
"4462",1,32.89,-117.2
"4463",1,35.59,-118.52
"4464",1,37.38,-121.97
"4465",1,34.38,-118.49
"4466",1,37.33,-118.48
"4467",1,33.53,-102.96
"4468",1,34.06,-101.19
"4469",1,33.14,-117.24
"4470",1,30.58,-102.55
"4471",1,33.25,-115.5
"4472",1,28.98,-95.31
"4473",1,33.47,-111.78
"4474",1,36.47,-121.37
"4475",1,36,-115.12
"4476",1,37.23,-119.49
"4477",1,34.62,-117.11
"4478",1,37.61,-120.59
"4479",1,32.71,-115.22
"4480",1,29.63,-96.08
"4481",1,33.82,-112.24
"4482",1,35.85,-114.97
"4483",1,36.38,-120.14
"4484",1,32.94,-117.04
"4485",1,34.68,-118.31
"4486",1,32.82,-97.05
"4487",1,33.76,-118.29
"4488",1,33.15,-115.54
"4489",1,33.98,-118.26
"4490",1,34.05,-117.25
"4491",1,36.27,-121.19
"4492",1,34.65,-118.06
"4493",1,35.36,-113.9
"4494",1,29.29,-96.07
"4495",1,34.83,-118.57
"4496",1,37.3,-118.53
"4497",1,36.72,-120.41
"4498",1,33.84,-117.92
"4499",1,32.62,-116.13
"4500",1,33.69,-117.83
"4501",1,34.06,-117.35
"4502",1,32.25,-106.74
"4503",1,32.71,-115.54
"4504",1,34.14,-118.13
"4505",1,35.36,-119.66
"4506",1,37.86,-120.89
"4507",1,35.24,-101.31
"4508",1,32.82,-117.14
"4509",1,33.71,-101.43
"4510",1,32.84,-117.16
"4511",1,34.55,-117.47
"4512",1,36.23,-114.88
"4513",1,31.36,-109.55
"4514",1,33.77,-118.29
"4515",1,30.27,-97.68
"4516",1,36.5,-121.45
"4517",1,34.71,-118.27
"4518",1,35.62,-120.4
"4519",1,37.5,-122.4
"4520",1,33.45,-111.96
"4521",1,34.59,-113.18
"4522",1,34.78,-118.19
"4523",1,33.15,-101.68
"4524",1,34.83,-118.56
"4525",1,36.16,-118.71
"4526",1,35.95,-120.86
"4527",1,38,-121.93
"4528",1,30.87,-99.54
"4529",1,34.66,-118.05
"4530",1,29.3,-97.83
"4531",1,37.38,-121.97
"4532",1,34.09,-117.55
"4533",1,37.69,-121.72
"4534",1,33.79,-118.25
"4535",1,34.11,-117.27
"4536",1,33.35,-112.83
"4537",1,37.84,-121.22
"4538",1,33.41,-112.41
"4539",1,37.38,-121.13
"4540",1,33.15,-112.66
"4541",1,32.88,-101.21
"4542",1,27.59,-97.65
"4543",1,32.78,-114.63
"4544",1,37.54,-122.23
"4545",1,37.41,-121.95
"4546",1,34.56,-117.31
"4547",1,33.17,-96.17
"4548",1,32.66,-108.36
"4549",1,33.54,-115.97
"4550",1,33.73,-118.28
"4551",1,33.91,-118.05
"4552",1,35.17,-118
"4553",1,33.16,-96.24
"4554",1,35.05,-118.28
"4555",1,34.11,-109.38
"4556",1,34.33,-118.44
"4557",1,37.92,-122.34
"4558",1,32.78,-115.26
"4559",1,37.94,-121.33
"4560",1,34.81,-105.74
"4561",1,33.68,-114.77
"4562",1,35.08,-118.37
"4563",1,33.69,-117.83
"4564",1,32.98,-112.69
"4565",1,33.66,-114.74
"4566",1,32,-110.96
"4567",1,34.15,-118.39
"4568",1,31.68,-100.94
"4569",1,33.88,-117.89
"4570",1,33.12,-117.11
"4571",1,33.16,-115.62
"4572",1,34.51,-117.92
"4573",1,34.08,-117.52
"4574",1,33.36,-117.11
"4575",1,34.1,-117.64
"4576",1,35.85,-114.94
"4577",1,31.74,-101.49
"4578",1,32.63,-117.1
"4579",1,36.78,-119.71
"4580",1,34.19,-118.39
"4581",1,34.04,-117.57
"4582",1,27.44,-98.91
"4583",1,33.69,-117.94
"4584",1,40.3,-120.11
"4585",1,37.06,-120.17
"4586",1,33.67,-117.64
"4587",1,33.06,-117.12
"4588",1,39.67,-121.73
"4589",1,33.61,-105.75
"4590",1,34.31,-119.11
"4591",1,37.75,-121.73
"4592",1,26.65,-99.04
"4593",1,36.49,-118.84
"4594",1,36.24,-101
"4595",1,35.8,-120.88
"4596",1,34.2,-117.86
"4597",1,33.04,-115.63
"4598",1,32.1,-110.82
"4599",1,34.06,-118.24
"4600",1,33.05,-111.34
"4601",1,34.72,-118.26
"4602",1,33.44,-111.95
"4603",1,29.54,-95.97
"4604",1,36.19,-119.68
"4605",1,32.18,-110.86
"4606",1,32.37,-110.97
"4607",1,35.59,-106.06
"4608",1,37.33,-122.01
"4609",1,32.86,-108.08
"4610",1,37.33,-121.89
"4611",1,32.15,-110.87
"4612",1,36.69,-119.72
"4613",1,33.04,-99.55
"4614",1,33.7,-97.37
"4615",1,33.64,-112
"4616",1,32.17,-107.75
"4617",1,33.62,-96.87
"4618",1,31.83,-106.37
"4619",1,37.79,-122.39
"4620",1,31.98,-106.43
"4621",1,34.65,-118.08
"4622",1,40.55,-116.62
"4623",1,37.65,-118.91
"4624",1,35.02,-118.29
"4625",1,33.93,-103.51
"4626",1,39.8,-119.01
"4627",1,37.01,-120.96
"4628",1,29.84,-93.96
"4629",1,37.65,-118.91
"4630",1,36.92,-121.82
"4631",1,37.44,-122.11
"4632",1,35.07,-118.27
"4633",1,36.14,-118.79
"4634",1,33.79,-117.89
"4635",1,36.17,-120.36
"4636",1,26.29,-97.5
"4637",1,33.15,-107.25
"4638",1,33.71,-117.85
"4639",1,33.48,-111.82
"4640",1,33.45,-104.46
"4641",1,33.92,-118.13
"4642",1,36.39,-119.39
"4643",1,36.07,-115.28
"4644",1,34.98,-103.37
"4645",1,41.28,-122.33
"4646",1,34.82,-118.5
"4647",1,37.42,-121.94
"4648",1,33.98,-98.21
"4649",1,35.02,-106.67
"4650",1,34.09,-109.29
"4651",1,32.31,-101.02
"4652",1,38.3,-122.75
"4653",1,37.67,-120.44
"4654",1,32.79,-115.86
"4655",1,40.57,-122.02
"4656",1,33.84,-117.13
"4657",1,34.99,-118.15
"4658",1,33.77,-118.1
"4659",1,33.42,-112.58
"4660",1,33.73,-117.85
"4661",1,37.8,-122.3
"4662",1,37.71,-122.14
"4663",1,34.69,-118.23
"4664",1,34,-117.52
"4665",1,33.83,-116.45
"4666",1,37.82,-122.2
"4667",1,37.96,-121.78
"4668",1,32.17,-101.36
"4669",1,37.42,-122.03
"4670",1,32.06,-101.19
"4671",1,37.79,-122.4
"4672",1,36.98,-120.87
"4673",1,34.57,-117.94
"4674",1,37.38,-120.81
"4675",1,40.63,-122.32
"4676",1,35.59,-119.41
"4677",1,34.56,-112.45
"4678",1,37.71,-121.93
"4679",1,33.21,-117.3
"4680",1,35.32,-118.82
"4681",1,35.3,-119.3
"4682",1,32.17,-107.76
"4683",1,38.24,-122.6
"4684",1,33.82,-116.43
"4685",1,37.38,-122.01
"4686",1,34.12,-116.35
"4687",1,34.17,-119.16
"4688",1,37.32,-121.86
"4689",1,38.28,-122.46
"4690",1,32.96,-117.19
"4691",1,34.04,-117.67
"4692",1,34.43,-118.47
"4693",1,34.72,-118.3
"4694",1,37.16,-121.67
"4695",1,35.65,-119.89
"4696",1,35.61,-118.46
"4697",1,37.97,-122.07
"4698",1,36.08,-119.05
"4699",1,37.36,-120.41
"4700",1,32.65,-117
"4701",1,37.73,-122.48
"4702",1,33.26,-117.03
"4703",1,37.04,-119.45
"4704",1,37.36,-120.6
"4705",1,36.7,-119.58
"4706",1,36.47,-121.37
"4707",1,33.05,-111.49
"4708",1,38.35,-121.99
"4709",1,33.52,-117.18
"4710",1,35.57,-119.44
"4711",1,37.42,-122.08
"4712",1,34.04,-118.15
"4713",1,37.37,-121.86
"4714",1,33.6,-117.67
"4715",1,37.64,-118.94
"4716",1,32.92,-113.46
"4717",1,34.68,-112.41
"4718",1,37.07,-120.82
"4719",1,34.1,-117.54
"4720",1,35.43,-119.03
"4721",1,38.1,-122.25
"4722",1,33.57,-116.16
"4723",1,35.28,-119.06
"4724",1,37.4,-121.85
"4725",1,35.61,-120.68
"4726",1,35.33,-119.12
"4727",1,34.05,-118.24
"4728",1,34.65,-118.05
"4729",1,37.98,-122.04
"4730",1,34.04,-117.53
"4731",1,34.59,-112.28
"4732",1,36.65,-119.79
"4733",1,38.32,-123.04
"4734",1,34.52,-112.45
"4735",1,33.71,-117.88
"4736",1,32.69,-96.79
"4737",1,37.77,-121.9
"4738",1,33.57,-116.16
"4739",1,36.35,-119.25
"4740",1,34.22,-118.4
"4741",1,34.21,-119.21
"4742",1,37.93,-121.33
"4743",1,33.57,-116.16
"4744",1,37.09,-120.15
"4745",1,33.51,-117.11
"4746",1,35.31,-118.99
"4747",1,37.42,-122.03
"4748",1,35.12,-118.56
"4749",1,37.29,-121.83
"4750",1,35.35,-118.97
"4751",1,33.07,-117.23
"4752",1,35.12,-118.57
"4753",1,33.79,-101.1
"4754",1,38.19,-122.28
"4755",1,33.96,-116.51
"4756",1,33.14,-112.66
"4757",1,32.64,-117
"4758",1,37.35,-122.03
"4759",1,34.1,-117.25
"4760",1,33.89,-117.59
"4761",1,35.05,-118.16
"4762",1,34.15,-117.56
"4763",1,38,-122.13
"4764",1,37.38,-121.92
"4765",1,35.38,-118.97
"4766",1,35.32,-120.72
"4767",1,40.37,-122.27
"4768",1,34.57,-118.09
"4769",1,36.65,-119.57
"4770",1,32.69,-114.49
"4771",1,34.01,-117.72
"4772",1,37.37,-121.83
"4773",1,36.61,-119.75
"4774",1,35.28,-119.11
"4775",1,34.11,-116.42
"4776",1,37.66,-122.15
"4777",1,37.95,-121.97
"4778",1,33.85,-118.25
"4779",1,36.84,-119.71
"4780",1,36.67,-119.92
"4781",1,34.13,-116.22
"4782",1,36.14,-119.06
"4783",1,34.18,-118.77
"4784",1,33.71,-117.9
"4785",1,32.76,-116.92
"4786",1,34.69,-112.4
"4787",1,38.04,-121.3
"4788",1,34.12,-116.35
"4789",1,37.3,-121.93
"4790",1,34.59,-118.18
"4791",1,35.18,-120.62
"4792",1,34.72,-118.3
"4793",1,38.13,-122.25
"4794",1,36.5,-121.43
"4795",1,34.65,-118.06
"4796",1,37.75,-121.95
"4797",1,38.42,-121.82
"4798",1,37.77,-121.96
"4799",1,35.15,-119.43
"4800",1,35.78,-119.23
"4801",1,32.37,-112.83
"4802",1,33.39,-117.58
"4803",1,36.47,-119.61
"4804",1,33.25,-117.02
"4805",1,34.72,-118.31
"4806",1,36.07,-115.07
"4807",1,31.07,-97.34
"4808",1,37.36,-122.12
"4809",1,33.65,-116.2
"4810",1,34.47,-117.19
"4811",1,34.44,-118.56
"4812",1,33.8,-116.45
"4813",1,35.42,-119.15
"4814",1,37.41,-121.98
"4815",1,36.78,-119.69
"4816",1,35.53,-119.84
"4817",1,33.73,-116.36
"4818",1,37.78,-122.51
"4819",1,36.7,-119.56
"4820",1,40.48,-122.45
"4821",1,36.86,-119.76
"4822",1,35.82,-120.64
"4823",1,32.62,-116.99
"4824",1,39.7,-121.77
"4825",1,38.27,-122.28
"4826",1,34.01,-118.4
"4827",1,36.77,-119.71
"4828",1,32.7,-117.05
"4829",1,36.79,-119.88
"4830",1,38.48,-122.89
"4831",1,37.94,-122.53
"4832",1,35.22,-118.83
"4833",1,36.66,-121.65
"4834",1,37.31,-121.97
"4835",1,34.17,-116.24
"4836",1,35.4,-119.1
"4837",1,37.33,-121.83
"4838",1,33.36,-117.26
"4839",1,33.64,-116.2
"4840",1,35.24,-114
"4841",1,36.72,-119.75
"4842",1,37.3,-122.01
"4843",1,35.37,-119.02
"4844",1,35.71,-119.89
"4845",1,34.83,-118.23
"4846",1,37.79,-122.16
"4847",1,36.17,-115.14
"4848",1,34.66,-118.24
"4849",1,37.41,-122.14
"4850",1,34.1,-117.83
"4851",1,34.17,-116.07
"4852",1,34.11,-117.72
"4853",1,36.69,-121.8
"4854",1,38.1,-122.27
"4855",1,37.15,-121.64
"4856",1,34.3,-109.27
"4857",1,36.98,-121.88
"4858",1,32.23,-101.47
"4859",1,37.76,-122.16
"4860",1,34.53,-117.44
"4861",1,40.1,-122.13
"4862",1,34.08,-117.23
"4863",1,32.91,-117.11
"4864",1,33.78,-118.12
"4865",1,33.66,-117.93
"4866",1,34.3,-109.27
"4867",1,37.95,-122.49
"4868",1,37.97,-122.07
"4869",1,34.17,-116.08
"4870",1,36.73,-120.07
"4871",1,37.32,-121.85
"4872",1,34.65,-118.06
"4873",1,33.7,-117.88
"4874",1,37.86,-120.9
"4875",1,36.65,-121.79
"4876",1,33.33,-115.62
"4877",1,32.97,-112.79
"4878",1,35.28,-119.01
"4879",1,33.01,-117.09
"4880",1,34.09,-117.27
"4881",1,35.26,-118.91
"4882",1,39.7,-121.91
"4883",1,34.93,-118.36
"4884",1,34.83,-106.77
"4885",1,39.95,-122.17
"4886",1,33.79,-116.97
"4887",1,37.59,-122.01
"4888",1,34.05,-117.55
"4889",1,36.86,-121.45
"4890",1,35.56,-119.45
"4891",1,32.84,-96.98
"4892",1,34.69,-118.18
"4893",1,35.33,-119.05
"4894",1,33.82,-116.52
"4895",1,34.13,-116.22
"4896",1,39.7,-122.18
"4897",1,36.75,-120.38
"4898",1,36.03,-114.93
"4899",1,37.39,-122
"4900",1,36.21,-119.07
"4901",1,35.25,-118.87
"4902",1,37.83,-122.26
"4903",1,33.5,-117.12
"4904",1,38.02,-121.88
"4905",1,36.58,-121.91
"4906",1,36.79,-119.91
"4907",1,33.5,-98.38
"4908",1,33.64,-116.14
"4909",1,34.71,-118.31
"4910",1,36.24,-120.37
"4911",1,34.7,-118.19
"4912",1,32.88,-117.23
"4913",1,36.77,-119.78
"4914",1,36.31,-119.35
"4915",1,33.81,-118.11
"4916",1,34.71,-118.29
"4917",1,37.38,-122
"4918",1,33.95,-116.51
"4919",1,35.28,-118.93
"4920",1,38.2,-122.16
"4921",1,37.7,-122.08
"4922",1,33.1,-117.1
"4923",1,32.36,-106.83
"4924",1,34.28,-118.69
"4925",1,36.06,-119.55
"4926",1,36.86,-119.71
"4927",1,34.06,-117.45
"4928",1,33.7,-117.9
"4929",1,37.9,-122.06
"4930",1,33.85,-118.38
"4931",1,34.66,-118.05
"4932",1,38.41,-120.6
"4933",1,35.76,-120.7
"4934",1,36.15,-120.36
"4935",1,40.18,-122.26
"4936",1,29.23,-98.43
"4937",1,37.37,-121.84
"4938",1,37.71,-121.79
"4939",1,38.3,-122.75
"4940",1,36.03,-119.08
"4941",1,37.37,-121.92
"4942",1,38.01,-121.82
"4943",1,33.8,-118.22
"4944",1,37.36,-122.07
"4945",1,33.73,-117.9
"4946",1,37.42,-122.08
"4947",1,37.93,-122.39
"4948",1,34.13,-117.55
"4949",1,32.73,-117.21
"4950",1,34.16,-119.18
"4951",1,37.98,-121.32
"4952",1,34.4,-118.49
"4953",1,35.55,-119.15
"4954",1,36.9,-121.78
"4955",1,35.1,-118.96
"4956",1,37.97,-122.38
"4957",1,33.45,-117.34
"4958",1,34.24,-116.05
"4959",1,36.21,-115.05
"4960",1,34.59,-113.18
"4961",1,37.71,-121.72
"4962",1,34.12,-116.35
"4963",1,39.76,-121.82
"4964",1,33.96,-117.69
"4965",1,34.02,-117.68
"4966",1,35.34,-119.07
"4967",1,36,-121.23
"4968",1,34.44,-118.52
"4969",1,37.47,-122.16
"4970",1,35.34,-118.93
"4971",1,34.22,-119.01
"4972",1,32.57,-117.08
"4973",1,40.1,-122.13
"4974",1,35.09,-118.94
"4975",1,37.38,-121.92
"4976",1,34.66,-118.07
"4977",1,36.61,-119.52
"4978",1,34.08,-117.9
"4979",1,36.65,-121.64
"4980",1,37.79,-122.4
"4981",1,37.37,-121.86
"4982",1,38.28,-122.46
"4983",1,35.36,-118.92
"4984",1,37.99,-122.12
"4985",1,38.25,-122.44
"4986",1,35.13,-119.25
"4987",1,34.59,-118.17
"4988",1,38.32,-122.68
"4989",1,38.33,-121.98
"4990",1,35.35,-119.1
"4991",1,35.4,-118.93
"4992",1,37.27,-121.98
"4993",1,33.67,-116.22
"4994",1,35.21,-119.39
"4995",1,34.41,-117.57
"4996",1,34.08,-117.65
"4997",1,35.55,-119.15
"4998",1,35.3,-118.88
"4999",1,37.45,-121.9
"5000",1,36.84,-119.85
"5001",1,35.2,-101.91
"5002",1,33.65,-117.65
"5003",1,36.47,-119.61
"5004",1,39.95,-122.17
"5005",1,34.05,-117.25
"5006",1,37.24,-121.92
"5007",1,37.74,-122.39
"5008",1,34.05,-117.25
"5009",1,37.36,-122.13
"5010",1,37.35,-121.81
"5011",1,33.84,-117.37
"5012",1,38.01,-121.27
"5013",1,35.37,-119.13
"5014",1,36.82,-119.68
"5015",1,37.38,-121.92
"5016",1,36.96,-122.03
"5017",1,34.04,-117.57
"5018",1,34.04,-117.52
"5019",1,33.96,-118.43
"5020",1,36.35,-119.4
"5021",1,30.02,-99.11
"5022",1,34.71,-118.29
"5023",1,38.32,-122.68
"5024",1,34.05,-118.45
"5025",1,38.41,-122.82
"5026",1,37.3,-121.81
"5027",1,37.78,-122.45
"5028",1,33.96,-116.98
"5029",1,37.3,-121.77
"5030",1,34.5,-118.6
"5031",1,37.25,-121.82
"5032",1,33.94,-116.49
"5033",1,33.72,-118.3
"5034",1,35.52,-119.36
"5035",1,38,-121.86
"5036",1,32.02,-101.24
"5037",1,35.36,-119.01
"5038",1,37.77,-121.96
"5039",1,36.4,-119.74
"5040",1,34.72,-118.18
"5041",1,33.96,-116.52
"5042",1,33.36,-111.8
"5043",1,37.15,-121.64
"5044",1,34.68,-118.07
"5045",1,33.97,-117.33
"5046",1,29.23,-98.67
"5047",1,36.52,-120.38
"5048",1,36.76,-119.7
"5049",1,37.34,-122.06
"5050",1,37.93,-121.09
"5051",1,38.41,-122.83
"5052",1,35.63,-106.09
"5053",1,34.22,-118.41
"5054",1,34.15,-117.4
"5055",1,36.8,-119.64
"5056",1,34.14,-117.21
"5057",1,33.82,-116.47
"5058",1,36.18,-120.16
"5059",1,34.13,-117.51
"5060",1,37.97,-121.24
"5061",1,38,-121.86
"5062",1,33.74,-116.41
"5063",1,37.91,-122.01
"5064",1,37.82,-121.27
"5065",1,40.18,-122.25
"5066",1,34.7,-118.13
"5067",1,33.99,-117.73
"5068",1,33.23,-117.38
"5069",1,33.86,-117.33
"5070",1,34.22,-119.17
"5071",1,36.47,-121.37
"5072",1,35.51,-119.27
"5073",1,35.25,-118.87
"5074",1,36.06,-119.03
"5075",1,36.78,-119.71
"5076",1,34.13,-116.22
"5077",1,34.72,-118.3
"5078",1,33.86,-117.21
"5079",1,37.71,-121.8
"5080",1,37.8,-122.39
"5081",1,38.05,-121.35
"5082",1,35.66,-120.6
"5083",1,33.79,-118.26
"5084",1,34.72,-118.18
"5085",1,34.56,-118.01
"5086",1,36.55,-120.34
"5087",1,33.84,-118.12
"5088",1,34.91,-120.44
"5089",1,37.32,-121.78
"5090",1,36.73,-119.78
"5091",1,34.26,-118.77
"5092",1,32.95,-112.77
"5093",1,32.29,-111.03
"5094",1,37.42,-122.03
"5095",1,35.38,-119.08
"5096",1,35.37,-119.01
"5097",1,35.34,-119.06
"5098",1,35.05,-106.58
"5099",1,36.07,-118.98
"5100",1,36.77,-119.97
"5101",1,30.27,-97.5
"5102",1,37.24,-121.83
"5103",1,36.54,-119.4
"5104",1,37.5,-121.96
"5105",1,37.15,-120.96
"5106",1,32.8,-116.92
"5107",1,33.96,-116.49
"5108",1,36.89,-119.74
"5109",1,37.82,-122.28
"5110",1,34.02,-117.78
"5111",1,33.54,-117.19
"5112",1,32.75,-117.2
"5113",1,37.79,-122.4
"5114",1,34.65,-118.06
"5115",1,35.26,-118.86
"5116",1,32.59,-116.92
"5117",1,29.51,-98.58
"5118",1,37.71,-121.72
"5119",1,35.78,-119.31
"5120",1,36.28,-115.09
"5121",1,37.31,-121.96
"5122",1,37.84,-121.98
"5123",1,38.33,-122.3
"5124",1,34.09,-117.91
"5125",1,34.72,-118.28
"5126",1,32.62,-116.13
"5127",1,34.17,-116.07
"5128",1,33.76,-118.19
"5129",1,35.41,-119.07
"5130",1,35.32,-119.02
"5131",1,38.37,-122.77
"5132",1,36.16,-115.32
"5133",1,33.46,-87.36
"5134",1,31.01,-88.01
"5135",1,32.58,-86.28
"5136",1,34.01,-85.97
"5137",1,33.64,-87.2
"5138",1,32.6,-87.78
"5139",1,33.78,-86.05
"5140",1,33.26,-87.45
"5141",1,32.62,-86.26
"5142",1,33.43,-86.34
"5143",1,32.96,-86.52
"5144",1,32.68,-85.91
"5145",1,32.8,-86.45
"5146",1,33.94,-87.11
"5147",1,32.53,-85.89
"5148",1,34.13,-85.79
"5149",1,32.57,-85.89
"5150",1,33.24,-86.46
"5151",1,44.05,-94.42
"5152",1,32.09,-87.4
"5153",1,34.7,-87.12
"5154",1,34.74,-87.85
"5155",1,34.42,-86.39
"5156",1,34.8,-87.38
"5157",1,34.88,-85.76
"5158",1,32.03,-93.57
"5159",1,31.4,-86.48
"5160",1,37.88,-84.1
"5161",1,31.36,-86.52
"5162",1,31.49,-87.91
"5163",1,40.85,-98.35
"5164",1,40.58,-98.31
"5165",1,58.32,-134.1
"5166",1,58.3,-134.42
"5167",1,58.35,-134.5
"5168",1,58.33,-134.46
"5169",1,59.45,-135.31
"5170",1,59.24,-135.45
"5171",1,55.62,-131.36
"5172",1,57.69,-152.89
"5173",1,61.22,-149.87
"5174",1,61.48,-149.15
"5175",1,58.14,-133.74
"5176",1,64.85,-147.74
"5177",1,55.34,-131.63
"5178",1,55.36,-131.7
"5179",1,41.95,-74.21
"5180",1,64.51,-165.43
"5181",1,56.81,-132.96
"5182",1,60.13,-149.44
"5183",1,57.05,-135.23
"5184",1,56.46,-132.38
"5185",1,61.19,-151.04
"5186",1,37.93,-100.97
"5187",1,59.04,-158.47
"5188",1,33.37,-80.11
"5189",1,29.73,-81.63
"5190",1,24.67,-81.35
"5191",1,36.19,-95.29
"5192",1,34.44,-93.03
"5193",1,34.75,-92.2
"5194",1,34.98,-90.87
"5195",1,33.36,-93.47
"5196",1,34.43,-92.9
"5197",1,34.64,-92.41
"5198",1,35.7,-89.97
"5199",1,34.46,-90.6
"5200",1,34.43,-92.89
"5201",1,36.42,-93.85
"5202",1,34.21,-93.11
"5203",1,35.52,-91.99
"5204",1,36.06,-90.52
"5205",1,36.39,-90.19
"5206",1,34.15,-93.72
"5207",1,36.25,-92.24
"5208",1,34.57,-93.19
"5209",1,36.36,-92.58
"5210",1,35.25,-93.17
"5211",1,35.46,-93.8
"5212",1,35.26,-91.36
"5213",1,33.56,-92.79
"5214",1,40.17,-88.83
"5215",1,30.43,-81.55
"5216",1,38.24,-95.69
"5217",1,39.9,-83.02
"5218",1,56.99,-135.12
"5219",1,47.28,-93.5
"5220",1,41.49,-88.12
"5221",1,61.08,-146.3
"5222",1,55.48,-133.15
"5223",1,55.2,-132.82
"5224",1,41.58,-73.43
"5225",1,41.29,-72.79
"5226",1,41.66,-73.49
"5227",1,41.03,-73.6
"5228",1,41.21,-73.11
"5229",1,41.43,-72.1
"5230",1,42.61,-72.46
"5231",1,41.07,-73.41
"5232",1,41.67,-72.12
"5233",1,41.45,-73.3
"5234",1,41.38,-73.17
"5235",1,41.57,-72.05
"5236",1,41.56,-72.04
"5237",1,41.92,-72.69
"5238",1,41.96,-73.37
"5239",1,41.8,-73.12
"5240",1,41.55,-72.58
"5241",1,41.75,-72.65
"5242",1,28.48,-81.17
"5243",1,41.78,-73.12
"5244",1,41.31,-72.17
"5245",1,41.17,-73.18
"5246",1,41.83,-74.13
"5247",1,41.53,-72.06
"5248",1,41.54,-72.05
"5249",1,44.49,-73.21
"5250",1,39.73,-75.54
"5251",1,39.74,-75.5
"5252",1,39.73,-75.63
"5253",1,28.47,-80.76
"5254",1,25.63,-80.3
"5255",1,26.7,-81.78
"5256",1,26.07,-80.2
"5257",1,26.09,-80.13
"5258",1,26.77,-80.05
"5259",1,28.84,-81.33
"5260",1,25.44,-80.33
"5261",1,27.58,-81.49
"5262",1,42.91,-73.68
"5263",1,27.76,-82.64
"5264",1,28.97,-82.7
"5265",1,28.87,-81.27
"5266",1,28,-82.66
"5267",1,27.86,-82.6
"5268",1,28.54,-81.25
"5269",1,30.38,-83.18
"5270",1,30.56,-87.22
"5271",1,30.67,-84.89
"5272",1,30.27,-85.7
"5273",1,27.8,-82.4
"5274",1,27.91,-82.42
"5275",1,27.94,-82.44
"5276",1,33.14,-81.76
"5277",1,41.09,-73.77
"5278",1,27.45,-80.32
"5279",1,29.76,-82.39
"5280",1,29.65,-82.32
"5281",1,25.48,-80.47
"5282",1,30.36,-81.63
"5283",1,30.42,-81.55
"5284",1,30.32,-81.65
"5285",1,28.29,-81.41
"5286",1,26.61,-80.07
"5287",1,28.05,-81.92
"5288",1,28.08,-81.92
"5289",1,44.63,-72.53
"5290",1,29.02,-80.92
"5291",1,29.06,-80.94
"5292",1,28.49,-80.78
"5293",1,28.25,-81.29
"5294",1,30.45,-84.4
"5295",1,30.16,-84.2
"5296",1,30.71,-84.86
"5297",1,27.63,-80.38
"5298",1,24.71,-81.09
"5299",1,40.1,-93.61
"5300",1,32.93,-83.7
"5301",1,33.82,-84.48
"5302",1,33.84,-83.31
"5303",1,32.66,-85.09
"5304",1,34.13,-84.92
"5305",1,34.79,-83.54
"5306",1,31.6,-84.14
"5307",1,32.61,-85.08
"5308",1,34.25,-85.35
"5309",1,33.2,-83.3
"5310",1,33.82,-84.48
"5311",1,32.81,-85.17
"5312",1,33.32,-83.84
"5313",1,31.21,-81.55
"5314",1,33.97,-84.38
"5315",1,34.76,-83.5
"5316",1,32.5,-85
"5317",1,32.52,-85
"5318",1,33.14,-83.2
"5319",1,34.73,-83.38
"5320",1,34.75,-83.41
"5321",1,34.71,-83.35
"5322",1,31.44,-84.14
"5323",1,33.46,-84.9
"5324",1,34.68,-83.34
"5325",1,32.04,-81.15
"5326",1,32.15,-81.15
"5327",1,32.08,-81.1
"5328",1,33.56,-82.05
"5329",1,27.51,-81.44
"5330",1,27.44,-81.36
"5331",1,31.85,-83.94
"5332",1,31.84,-83.94
"5333",1,34.36,-82.82
"5334",1,34.88,-84.28
"5335",1,34.96,-84.09
"5336",1,34.16,-84.08
"5337",1,41.21,-101.67
"5338",1,34.16,-84.73
"5339",1,31.62,-85.07
"5340",1,36.72,-97.09
"5341",1,21.31,-157.86
"5342",1,21.36,-158.13
"5343",1,21.39,-157.96
"5344",1,20.03,-155.7
"5345",1,19.71,-155.06
"5346",1,19.73,-155.09
"5347",1,19.7,-155.06
"5348",1,19.72,-155.12
"5349",1,44.88,-68.66
"5350",1,44.82,-68.71
"5351",1,44.33,-72.04
"5352",1,60.53,-145.78
"5353",1,21.11,-157.06
"5354",1,44.1,-70.22
"5355",1,43.31,-75.11
"5356",1,40.6,-89.66
"5357",1,40.63,-89.63
"5358",1,37.66,-89.51
"5359",1,39.82,-90.57
"5360",1,42.06,-87.87
"5361",1,41.71,-87.54
"5362",1,41.83,-87.72
"5363",1,41.39,-88.27
"5364",1,41.48,-89.04
"5365",1,41.49,-88.12
"5366",1,41.89,-88.06
"5367",1,40.54,-89.68
"5368",1,41.73,-90.31
"5369",1,42.23,-89.1
"5370",1,42.38,-87.81
"5371",1,41.63,-88.06
"5372",1,41.85,-87.65
"5373",1,37.21,-88.86
"5374",1,38.2,-89.85
"5375",1,40.28,-90.08
"5376",1,41.3,-89.32
"5377",1,41.29,-89.07
"5378",1,40.18,-87.75
"5379",1,41.51,-90.53
"5380",1,42.45,-89.08
"5381",1,38.1,-88.16
"5382",1,38.38,-88.37
"5383",1,40.25,-88.64
"5384",1,38.43,-89.91
"5385",1,41.45,-90.15
"5386",1,38.09,-88.54
"5387",1,41.35,-89.14
"5388",1,30.39,-84.65
