"","model_S$FREQUENCY","V2","V3"
"8659",1,42.11,-94.9
"8660",1,41.47,-94.66
"8661",1,41.47,-95.23
"8662",1,35.12,-78.2
"8663",1,36.27,-80.79
"8664",1,37.37,-98.46
"8665",1,44.33,-95.82
"8666",1,44.32,-95.79
"8667",1,44.34,-95.82
"8668",1,44.33,-95.83
"8669",1,44.33,-95.83
"8670",1,45.39,-70.53
"8671",1,43.44,-92.54
"8672",1,44.33,-95.82
"8673",1,41.66,-71.92
"8674",1,35.65,-82.56
"8675",1,40.11,-75.95
"8676",1,42.78,-85.67
"8677",1,43.9,-83.95
"8678",1,40.36,-89.41
"8679",1,44.98,-73.93
"8680",1,43.07,-94.9
"8681",1,42.09,-94.35
"8682",1,39.89,-83.03
"8683",1,41.52,-83.03
"8684",1,35.93,-86.38
"8685",1,33.49,-84.44
"8686",1,41,-80.52
"8687",1,41.3,-82.18
"8688",1,32.45,-84.39
"8689",1,42.48,-87.88
"8690",1,39.86,-75.84
"8691",1,43.79,-92.69
"8692",1,40.57,-74.39
"8693",1,40.73,-87.27
"8694",1,37.37,-98.46
"8695",1,39.99,-75.04
"8696",1,40.48,-75.89
"8697",1,41.16,-77.35
"8698",1,40.14,-77.51
"8699",1,40.79,-75.11
"8700",1,40.73,-74.38
"8701",1,41.78,-76.63
"8702",1,44.31,-72.71
"8703",1,35.74,-81.71
"8704",1,38.38,-77.41
"8705",1,44.83,-73.64
"8706",1,42.67,-78.23
"8707",1,44.89,-73.98
"8708",1,44.92,-74.06
"8709",1,40.67,-76.38
"8710",1,48.62,-98.32
"8711",1,43.43,-95.41
"8712",1,35.81,-78.75
"8713",1,47.13,-97.98
"8714",1,43.22,-93.83
"8715",1,42.08,-93.27
"8716",1,43.19,-93.85
"8717",1,41.16,-73.26
"8718",1,27.32,-81.8
"8719",1,28.49,-80.68
"8720",1,43.31,-73.64
"8721",1,42.51,-89.03
"8722",1,34.29,-77.98
"8723",1,41.41,-74.44
"8724",1,41.23,-88.68
"8725",1,43.63,-88.51
"8726",1,36.78,-99.64
"8727",1,42.7,-97.62
"8728",1,34.81,-82.18
"8729",1,42.77,-78.41
"8730",1,35.3,-81.21
"8731",1,40.28,-75.82
"8732",1,43.82,-75.91
"8733",1,35.77,-80.83
"8734",1,39.84,-75.22
"8735",1,40.65,-74.09
"8736",1,35.92,-77.68
"8737",1,41.46,-90.58
"8738",1,40.03,-78.83
"8739",1,44.7,-73.6
"8740",1,42.29,-78.01
"8741",1,45.48,-67.99
"8742",1,45.4,-68.37
"8743",1,45.59,-67.96
"8744",1,40.15,-74.78
"8745",1,43.72,-92.68
"8746",1,33.45,-79.32
"8747",1,46.05,-68.14
"8748",1,43.01,-74.47
"8749",1,33.65,-84.26
"8750",1,40.21,-80.27
"8751",1,44.71,-69.85
"8752",1,44.82,-94.25
"8753",1,37.52,-76.62
"8754",1,43.03,-75.71
"8755",1,37.55,-99.35
"8756",1,38.27,-77.31
"8757",1,44,-84.82
"8758",1,36.14,-94.26
"8759",1,32.03,-81.28
"8760",1,35.17,-81.42
"8761",1,34.9,-81.74
"8762",1,47.33,-97.89
"8763",1,47.13,-97.89
"8764",1,48.63,-98.31
"8765",1,45.13,-95.02
"8766",1,45.11,-95.08
"8767",1,61.17,-149.91
"8768",1,32.65,-88.76
"8769",1,46.97,-101.54
"8770",1,41.76,-76.86
"8771",1,44.48,-99.13
"8772",1,41.42,-97.29
"8773",1,43.71,-95.74
"8774",1,46.1,-98.59
"8775",1,63.7,-170.48
"8776",1,62.68,-164.65
"8777",1,61.53,-160.35
"8778",1,63.52,-162.29
"8779",1,61.84,-165.58
"8780",1,59.75,-161.91
"8781",1,61.94,-162.88
"8782",1,64.93,-161.17
"8783",1,64.62,-162.26
"8784",1,63.48,-162.04
"8785",1,63.78,-171.71
"8786",1,66.89,-157.14
"8787",1,63.03,-163.55
"8788",1,60.87,-162.52
"8789",1,60.53,-165.11
"8790",1,41.55,-72.58
"8791",1,44.92,-93.2
"8792",1,41.21,-73.11
"8793",1,32.41,-84.98
"8794",1,42.8,-78.86
"8795",1,44.66,-72.12
"8796",1,20.79,-156.54
"8797",1,44.72,-68.24
"8798",1,58.23,-134.05
"8799",1,21.69,-157.97
"8800",1,45.41,-68.04
"8801",1,41,-88.49
"8802",1,48.48,-99.95
"8803",1,42.56,-71.85
"8804",1,34.82,-98.45
"8805",1,40.66,-86.93
"8806",1,41.15,-88.59
"8807",1,43.33,-95.28
"8808",1,40.63,-87.02
"8809",1,41.14,-88.58
"8810",1,40.61,-88.61
"8811",1,40.6,-87.03
"8812",1,42.67,-90.27
"8813",1,44.8,-93.54
"8814",1,47.12,-100.7
"8815",1,47.13,-97.9
"8816",1,30.23,-82.04
"8817",1,29.12,-82.06
"8818",1,42.16,-75.05
"8819",1,44.49,-69.34
"8820",1,44.19,-85.3
"8821",1,35.94,-99.3
"8822",1,41.6,-89.46
"8823",1,33.27,-81.69
"8824",1,40.3,-78.69
"8825",1,43.76,-94.75
"8826",1,38.08,-80.52
"8827",1,35.76,-91.64
"8828",1,35.74,-91.76
"8829",1,35.84,-91.85
"8830",1,26.16,-81.66
"8831",1,36.2,-80.04
"8832",1,39.91,-82.24
"8833",1,46.25,-103.77
"8834",1,46.82,-101.76
"8835",1,41.63,-84.66
"8836",1,40.7,-87
"8837",1,41.76,-72.67
"8838",1,39.96,-76.45
"8839",1,40.67,-75.23
"8840",1,44.88,-68.66
"8841",1,41.68,-73.58
"8842",1,42.2,-79.32
"8843",1,57.79,-152.44
"8844",1,40,-94.51
"8845",1,45.77,-87.99
"8846",1,41.68,-87.65
"8847",1,42.24,-79.63
"8848",1,45.22,-97.91
"8849",1,35.97,-79.97
"8850",1,43.75,-93.45
"8851",1,43.57,-89.15
"8852",1,35.25,-81.6
"8853",1,30.32,-81.96
"8854",1,40.88,-83.32
"8855",1,40.86,-74.82
"8856",1,60.5,-151
"8857",1,44.82,-93.11
"8858",1,44.83,-93.12
"8859",1,32.98,-83.85
"8860",1,42.76,-92.44
"8861",1,33.45,-80.63
"8862",1,40.76,-75.24
"8863",1,29.77,-82.4
"8864",1,21.46,-157.96
"8865",1,43.68,-94.59
"8866",1,41.34,-82.6
"8867",1,41.62,-85.98
"8868",1,43.38,-94.14
"8869",1,43.44,-94.98
"8870",1,41.66,-70.59
"8871",1,45.15,-94.88
"8872",1,40.86,-75.85
"8873",1,43.39,-94.82
"8874",1,35.86,-98.94
"8875",1,41.87,-98.04
"8876",1,42.3,-71.05
"8877",1,42.4,-71.01
"8878",1,40.52,-78.47
"8879",1,42.78,-71.09
"8880",1,42.11,-71.7
"8881",1,45.81,-95.89
"8882",1,42.7,-97.58
"8883",1,39.96,-75.66
"8884",1,40,-95.93
"8885",1,40.89,-89
"8886",1,40.75,-78.23
"8887",1,36.34,-99.48
"8888",1,43.11,-74.89
"8889",1,43.61,-94.2
"8890",1,44.46,-93.16
"8891",1,36.48,-80.6
"8892",1,41.77,-88.89
"8893",1,36.04,-98.71
"8894",1,44.09,-68.86
"8895",1,35.25,-81
"8896",1,36.11,-79.97
"8897",1,35.33,-81
"8898",1,40.5,-74.4
"8899",1,40.59,-89.05
"8900",1,35.48,-99.89
"8901",1,47.11,-100.71
"8902",1,41.61,-71.25
"8903",1,43.98,-96.43
"8904",1,40.23,-74.75
"8905",1,37.68,-77.57
"8906",1,36.28,-99.49
"8907",1,40.15,-75.87
"8908",1,36.5,-77.61
"8909",1,36.03,-78.86
"8910",1,35.29,-78.07
"8911",1,41.06,-75.52
"8912",1,35.72,-77.85
"8913",1,39.81,-81.65
"8914",1,43.67,-95.14
"8915",1,44.92,-94.74
"8916",1,42.73,-73.04
"8917",1,40.62,-74.21
"8918",1,40.17,-74.66
"8919",1,40.68,-74.09
"8920",1,40.53,-74.27
"8921",1,44.24,-96.35
"8922",1,44.02,-96.06
"8923",1,47.12,-97.9
"8924",1,40.04,-76.74
"8925",1,45.07,-94.75
"8926",1,40.37,-74.59
"8927",1,37.9,-86.7
"8928",1,37.17,-88.42
"8929",1,35.91,-81.15
"8930",1,43.46,-75.41
"8931",1,42.72,-83.26
"8932",1,41.34,-88.1
"8933",1,33.97,-89
"8934",1,36.06,-88.14
"8935",1,41.79,-80.91
"8936",1,40.92,-80.58
"8937",1,40.03,-77.23
"8938",1,41.61,-70.61
"8939",1,42.58,-91.37
"8940",1,43.4,-84.45
"8941",1,44.31,-96.46
"8942",1,43.92,-93.14
"8943",1,40.58,-83.72
"8944",1,43.9,-96.03
"8945",1,36.42,-77.06
"8946",1,35.84,-80.18
"8947",1,29.7,-82.34
"8948",1,42.77,-82.75
"8949",1,40.95,-84.62
"8950",1,40.54,-74.39
"8951",1,35.02,-84.02
"8952",1,41.39,-84.09
"8953",1,41.22,-90.12
"8954",1,40.94,-76.04
"8955",1,39.96,-77.56
"8956",1,32.96,-87.66
"8957",1,43.32,-93.88
"8958",1,42.13,-93.27
"8959",1,34.6,-79.78
"8960",1,40.68,-74.4
"8961",1,41.49,-74.23
"8962",1,41.72,-70.97
"8963",1,44.44,-73.15
"8964",1,40.49,-74.85
"8965",1,40.52,-75.01
"8966",1,40.51,-74.98
"8967",1,40.68,-74.91
"8968",1,37.63,-94.64
"8969",1,34.99,-78.46
"8970",1,40.72,-87.58
"8971",1,40.64,-76.61
"8972",1,41.89,-92.94
"8973",1,41.22,-94.73
"8974",1,30.58,-87.39
"8975",1,44.55,-88.03
"8976",1,34.99,-80.51
"8977",1,39.9,-83.02
"8978",1,40.53,-87
"8979",1,40.56,-75.59
"8980",1,22.08,-159.33
"8981",1,21.61,-158.04
"8982",1,45.1,-69.76
"8983",1,44.12,-91.92
"8984",1,44.35,-87.93
"8985",1,28.49,-81.18
"8986",1,44.63,-70.63
"8987",1,21.32,-158.09
"8988",1,40.91,-84.57
"8989",1,40.28,-74.79
"8990",1,41.15,-76.92
"8991",1,41.15,-76.92
"8992",1,64.82,-147.73
"8993",1,38.31,-81.62
"8994",1,40.36,-74.49
"8995",1,40.86,-72.85
"8996",1,35.29,-97.92
"8997",1,41.63,-99.56
"8998",1,35.37,-79.74
"8999",1,35.53,-98.1
"9000",1,41.36,-72.08
"9001",1,41.47,-72.11
"9002",1,41.27,-72.01
"9003",1,41.34,-72.02
"9004",1,41.6,-71.98
"9005",1,41.57,-72.12
"9006",1,41.57,-72.23
"9007",1,41.35,-72.04
"9008",1,35.94,-79.91
"9009",1,35.97,-79.97
"9010",1,35.94,-80.11
"9011",1,42.16,-95.45
"9012",1,41.16,-84.76
"9013",1,46.39,-68.06
"9014",1,35.31,-81.14
"9015",1,41.58,-81.53
"9016",1,34.91,-98.56
"9017",1,41.1,-88.58
"9018",1,41.04,-88.57
"9019",1,41.02,-84.78
"9020",1,41.53,-72.09
"9021",1,41.11,-87.25
"9022",1,40.71,-87
"9023",1,35.27,-81.14
"9024",1,41.39,-94.44
"9025",1,41.23,-94.44
"9026",1,43.59,-73.29
"9027",1,42.94,-76.59
"9028",1,40.19,-84.82
"9029",1,40.21,-84.82
"9030",1,37.86,-99.74
"9031",1,40.14,-75.19
"9032",1,43.81,-96.31
"9033",1,40.82,-74.72
"9034",1,42.89,-76.97
"9035",1,43.81,-94.83
"9036",1,41.61,-70.62
"9037",1,40.26,-74.35
"9038",1,40.28,-74.56
"9039",1,40.78,-73.9
"9040",1,44.98,-93.25
"9041",1,41.47,-71.96
"9042",1,40.22,-77.21
"9043",1,41.71,-91.6
"9044",1,42.15,-72.5
"9045",1,40.47,-88.07
"9046",1,42.45,-73.24
"9047",1,35,-84.16
"9048",1,28.77,-81.35
"9049",1,28.83,-81.56
"9050",1,35.03,-84.13
"9051",1,41.11,-73.39
"9052",1,42.92,-82.59
"9053",1,36.26,-89.02
"9054",1,42.56,-73.38
"9055",1,42.66,-71.4
"9056",1,42.66,-71.41
"9057",1,40.95,-76.05
"9058",1,42.59,-73.28
"9059",1,39.82,-75.22
"9060",1,40.75,-74.11
"9061",1,40.5,-74.35
"9062",1,40.36,-74.48
"9063",1,40.03,-74.83
"9064",1,45.59,-95.88
"9065",1,40.83,-74.71
"9066",1,39.88,-75.01
"9067",1,41.53,-77.05
"9068",1,41.86,-98
"9069",1,39.68,-77.35
"9070",1,37.87,-100.34
"9071",1,39.97,-90.7
"9072",1,39.87,-75.67
"9073",1,41.48,-76.08
"9074",1,40.51,-74.32
"9075",1,37.37,-98.33
"9076",1,40.75,-73.99
"9077",1,41.7,-86.48
"9078",1,40.75,-73.98
"9079",1,39.89,-74.21
"9080",1,46.98,-101.55
"9081",1,46.98,-101.54
"9082",1,44.01,-73.18
"9083",1,40.95,-74.2
"9084",1,43.99,-91.88
"9085",1,40.44,-74.32
"9086",1,40.29,-74.86
"9087",1,45.58,-95.88
"9088",1,43.87,-91.18
"9089",1,35.18,-96.19
"9090",1,42.01,-94.24
"9091",1,42.95,-92.08
"9092",1,41.68,-71.03
"9093",1,40.52,-74.32
"9094",1,40.25,-74.24
"9095",1,42.63,-93.23
"9096",1,41.09,-74.68
"9097",1,40.07,-74.77
"9098",1,40.83,-75.02
"9099",1,43.85,-82.78
"9100",1,43.67,-82.75
"9101",1,43.87,-83.24
"9102",1,42.72,-70.84
"9103",1,37.46,-96.42
"9104",1,40.36,-85.92
"9105",1,36.22,-79.52
"9106",1,42.3,-77.55
"9107",1,40.56,-74.47
"9108",1,40.38,-74.49
"9109",1,41.55,-94.67
"9110",1,42.17,-92.76
"9111",1,41.47,-94.61
"9112",1,38.37,-75.53
"9113",1,44.73,-93.05
"9114",1,48.23,-103.95
"9115",1,35,-82.13
"9116",1,34.72,-81.65
"9117",1,43.83,-83.22
"9118",1,36.54,-101.49
"9119",1,36.72,-79.85
"9120",1,29.07,-82.62
"9121",1,35.35,-80.67
"9122",1,37.5,-77.38
"9123",1,26.77,-80.14
"9124",1,45.85,-93.35
"9125",1,33.04,-84.12
"9126",1,36.14,-79.54
"9127",1,46.87,-96.75
"9128",1,41.14,-88.76
"9129",1,38.38,-81.77
"9130",1,39.72,-90.24
"9131",1,34.39,-80.07
"9132",1,39.79,-84.08
"9133",1,37.71,-89.22
"9134",1,42.19,-72.68
"9135",1,42.06,-71.73
"9136",1,64.06,-148.9
"9137",1,31.59,-84.09
"9138",1,41.86,-103.63
"9139",1,32,-93.39
"9140",1,42.04,-71.62
"9141",1,42.13,-71.34
"9142",1,47.8,-103.58
"9143",1,33.12,-80.03
"9144",1,37.57,-90.32
"9145",1,43.74,-83.45
"9146",1,43.27,-82.62
"9147",1,40.39,-91.4
"9148",1,35.3,-98.03
"9149",1,41.67,-89.06
"9150",1,44.98,-93.25
"9151",1,43.73,-90.8
"9152",1,42.11,-75.98
"9153",1,37.86,-99.8
"9154",1,42.57,-94.64
"9155",1,44.75,-72.43
"9156",1,43.88,-86.36
"9157",1,35.63,-98.05
"9158",1,42.75,-71.04
"9159",1,42.27,-71.7
"9160",1,40.31,-78.71
"9161",1,42.29,-71.03
"9162",1,35.59,-81.25
"9163",1,20.6,-156.32
"9164",1,39.75,-78.88
"9165",1,40.63,-78.69
"9166",1,44.72,-71.28
"9167",1,40.21,-87.88
"9168",1,32.18,-81.17
"9169",1,27.95,-82.43
"9170",1,40.01,-74.85
"9171",1,37.52,-99.45
"9172",1,43.26,-84.5
"9173",1,40.33,-75.92
"9174",1,39.67,-94.78
"9175",1,42.59,-71.98
"9176",1,44.42,-70.56
"9177",1,39.93,-74.82
"9178",1,39.93,-74.81
"9179",1,41.85,-71.06
"9180",1,41.11,-71.52
"9181",1,39.9,-75.13
"9182",1,43.38,-92.76
"9183",1,40.32,-74.5
"9184",1,36.57,-97.67
"9185",1,39.75,-86.18
"9186",1,41.85,-91.23
"9187",1,43.71,-95.81
"9188",1,35.76,-80.28
"9189",1,40.44,-79.73
"9190",1,40.56,-74.41
"9191",1,36.52,-79.72
"9192",1,40.13,-77.16
"9193",1,42.32,-85.19
"9194",1,44.47,-71.18
"9195",1,41.03,-87.28
"9196",1,38.36,-78.67
"9197",1,34.62,-87.1
"9198",1,37.91,-87.93
"9199",1,33.78,-84.27
"9200",1,42.39,-71.07
"9201",1,44.22,-86.28
"9202",1,40.29,-74.68
"9203",1,43.38,-93.22
"9204",1,37.79,-96.87
"9205",1,33.36,-92.71
"9206",1,35.1,-99
"9207",1,40.71,-74.13
"9208",1,41.41,-84.12
"9209",1,41.56,-73.41
"9210",1,42.74,-78.25
"9211",1,43.3,-93.28
"9212",1,40.42,-74.49
"9213",1,39.86,-76.22
"9214",1,40.7,-74.31
"9215",1,40.11,-74.81
"9216",1,40.9,-74.25
"9217",1,40.57,-74.24
"9218",1,41.67,-70.53
"9219",1,45.8,-86.53
"9220",1,31.9,-93.17
"9221",1,39.67,-75.72
"9222",1,41.23,-90.17
"9223",1,41.78,-72.61
"9224",1,70.2,-148.47
"9225",1,43.88,-83.16
"9226",1,40.51,-74.33
"9227",1,44.89,-89.63
"9228",1,41.08,-87.29
"9229",1,31.97,-89.58
"9230",1,41.3,-82.23
"9231",1,35.5,-76.85
"9232",1,42.36,-89.8
"9233",1,43.28,-95.81
"9234",1,41.14,-81.34
"9235",1,43.77,-71.82
"9236",1,42.75,-73.23
"9237",1,44.11,-72.61
"9238",1,47.36,-68.33
"9239",1,41.41,-73.45
"9240",1,44.81,-68.75
"9241",1,40.8,-73.57
"9242",1,43.12,-77.63
"9243",1,41.56,-72.65
"9244",1,41.81,-72.25
"9245",1,42.71,-73.2
"9246",1,42.28,-85.61
"9247",1,40.69,-73.63
"9248",1,43.98,-95.77
"9249",1,40.27,-74.77
"9250",1,42.31,-72.64
"9251",1,40.78,-72.85
"9252",1,39.94,-74.08
"9253",1,34.89,-82.18
"9254",1,42.26,-71.98
"9255",1,41.55,-72.63
"9256",1,42.22,-89.09
"9257",1,39.85,-86.01
"9258",1,35.85,-86.37
"9259",1,43.14,-70.94
"9260",1,41.86,-87.84
"9261",1,39.76,-99.31
"9262",1,41.45,-72.14
"9263",1,42.37,-72.51
"9264",1,42.7,-73.68
"9265",1,40.52,-74.34
"9266",1,37.11,-100.8
"9267",1,37.96,-100.84
"9268",1,40.79,-77.86
"9269",1,40.81,-77.85
"9270",1,43.83,-85.36
"9271",1,44.1,-94.28
"9272",1,30.13,-90.92
"9273",1,43.1,-77.61
"9274",1,35.37,-98.14
"9275",1,40.47,-74.39
"9276",1,36.84,-97.41
"9277",1,42.61,-72.48
"9278",1,34.17,-81.91
"9279",1,41.65,-71.71
"9280",1,35.37,-78.09
"9281",1,43.12,-89.55
"9282",1,41.02,-84.59
"9283",1,40.85,-73.33
"9284",1,42.99,-82.44
"9285",1,41.69,-72.77
"9286",1,44.6,-93.29
"9287",1,44.7,-92.89
"9288",1,39.9,-75.17
"9289",1,42.04,-92.87
"9290",1,41.69,-72.76
"9291",1,44.66,-73.07
"9292",1,41.98,-87.72
"9293",1,40.14,-74.81
"9294",1,42.93,-85.34
"9295",1,37.56,-101.12
"9296",1,34.92,-81.75
"9297",1,21.32,-158.08
"9298",1,36.76,-77.71
"9299",1,41.69,-83.47
"9300",1,35.59,-81.27
"9301",1,42.05,-93.58
"9302",1,35.94,-79.06
"9303",1,41.69,-83.47
"9304",1,41.8,-70.74
"9305",1,41.66,-71.04
"9306",1,42.29,-72.7
"9307",1,34.56,-79.28
"9308",1,34.97,-79.21
"9309",1,42.17,-72.19
"9310",1,42.16,-72.2
"9311",1,20.89,-156.34
"9312",1,42.17,-72.2
"9313",1,42.16,-71.8
"9314",1,21.42,-158.02
"9315",1,42.22,-71.88
"9316",1,41.76,-70.98
"9317",1,42.32,-77.39
"9318",1,36.31,-78.97
"9319",1,30.15,-93.34
"9320",1,34.33,-78.76
"9321",1,36.41,-78.17
"9322",1,35.88,-80.54
"9323",1,35.47,-81.51
"9324",1,35.78,-81.18
"9325",1,34.82,-78.97
"9326",1,34.73,-79.34
"9327",1,35.83,-79.03
"9328",1,41.95,-98.08
"9329",1,34.85,-79.13
"9330",1,36.81,-97.13
"9331",1,39.99,-75.08
"9332",1,41.93,-72.68
"9333",1,42.31,-87.86
"9334",1,38.1,-75.61
"9335",1,42.26,-84.79
"9336",1,35.56,-78.71
"9337",1,35.53,-81.24
"9338",1,35.33,-77.67
"9339",1,35.35,-77.47
"9340",1,34.99,-80.38
"9341",1,36.23,-78.95
"9342",1,36.27,-79.76
"9343",1,35.3,-77.83
"9344",1,35.21,-77.06
"9345",1,36.48,-78.92
"9346",1,35.9,-79.19
"9347",1,35.8,-77.87
"9348",1,36.44,-79.28
"9349",1,35.42,-77.99
"9350",1,35.22,-78.07
"9351",1,36.47,-79.53
"9352",1,34.97,-79.61
"9353",1,35.63,-81.33
"9354",1,36.42,-78.13
"9355",1,34.54,-79.3
"9356",1,43.48,-83.74
"9357",1,40.3,-74.72
"9358",1,40.56,-74.22
"9359",1,40.93,-74.49
"9360",1,40.39,-74.46
"9361",1,41.78,-70.91
"9362",1,41.2,-74.49
"9363",1,41.55,-72.62
"9364",1,41.92,-87.85
"9365",1,41.92,-89
"9366",1,61.29,-149.61
"9367",1,41.48,-84.59
"9368",1,42.16,-71.64
"9369",1,39.74,-83.82
"9370",1,42.44,-71.72
"9371",1,35.65,-79.07
"9372",1,39.7,-86.32
"9373",1,42.83,-78.05
"9374",1,34.68,-82.84
"9375",1,35.1,-85.13
"9376",1,40.4,-74.67
"9377",1,42.08,-71.7
"9378",1,57.8,-152.4
"9379",1,36.98,-97.08
"9380",1,43.31,-91.82
"9381",1,40.62,-76.46
"9382",1,42.11,-70.71
"9383",1,42.58,-72.29
"9384",1,42.43,-71.43
"9385",1,40.95,-91.4
"9386",1,40.19,-84.98
"9387",1,41.77,-76.39
"9388",1,42.04,-71.99
"9389",1,61.13,-150.24
"9390",1,41.18,-76.84
"9391",1,42.72,-84.55
"9392",1,30.41,-91.18
"9393",1,35.41,-89.39
"9394",1,41.37,-92.98
"9395",1,44.48,-103.85
"9396",1,41.56,-81.59
"9397",1,40.11,-76.06
"9398",1,42.1,-94.27
"9399",1,35.2,-81.41
"9400",1,41.23,-94.43
"9401",1,41.34,-94.57
"9402",1,41.29,-94.49
"9403",1,41.39,-94.45
"9404",1,41.29,-94.49
"9405",1,41.39,-94.88
"9406",1,21.34,-157.92
"9407",1,37.62,-101.08
"9408",1,40.26,-82.83
"9409",1,40.09,-76.18
"9410",1,29.69,-91.19
"9411",1,35.88,-76.71
"9412",1,32.98,-82.59
"9413",1,40.26,-74.08
"9414",1,33.66,-84.39
"9415",1,32.92,-84.34
"9416",1,36.41,-78.6
"9417",1,35.87,-77.95
"9418",1,36.46,-80.6
"9419",1,35.95,-78.25
"9420",1,34.48,-79.1
"9421",1,34.71,-79.35
"9422",1,41.46,-87.26
"9423",1,40.09,-76.15
"9424",1,40.52,-74.43
"9425",1,40.53,-74.44
"9426",1,40.88,-73.88
"9427",1,64.01,-145.6
"9428",1,35.02,-85.21
"9429",1,35.33,-80.54
"9430",1,40,-74.74
"9431",1,35.71,-78.5
"9432",1,35.33,-79.96
"9433",1,34.76,-79.44
"9434",1,34.76,-79.45
"9435",1,34.7,-79.53
"9436",1,34.7,-79.53
"9437",1,42.64,-71.42
"9438",1,40.12,-75.49
"9439",1,40.35,-74.19
"9440",1,36.29,-78.99
"9441",1,43.79,-72.5
"9442",1,42.18,-86.28
"9443",1,21.9,-159.58
"9444",1,42.59,-73.87
"9445",1,41.17,-73.21
"9446",1,39.66,-85.99
"9447",1,39.65,-86.26
"9448",1,41.96,-72.45
"9449",1,43.87,-88.72
"9450",1,39.66,-85.98
"9451",1,34.8,-77.54
"9452",1,36.54,-87.54
"9453",1,36.7,-78.88
"9454",1,42.83,-70.99
"9455",1,44.43,-93.91
"9456",1,40.48,-75.02
"9457",1,39.95,-77.13
"9458",1,42.14,-72.54
"9459",1,39.84,-75.22
"9460",1,31.03,-83.06
"9461",1,35.27,-77.66
"9462",1,38.33,-87.2
"9463",1,43.63,-96.39
"9464",1,43.76,-83.3
"9465",1,41.77,-71.34
"9466",1,40.34,-74.66
"9467",1,42.05,-70.96
"9468",1,43.53,-83.57
"9469",1,40.05,-96.95
"9470",1,43.56,-71.78
"9471",1,35.31,-78.15
"9472",1,44.6,-70.38
"9473",1,37.18,-101.39
"9474",1,39.8,-86.22
"9475",1,44.06,-92.47
"9476",1,29.62,-82.38
"9477",1,44.51,-70.3
"9478",1,34.77,-79.34
"9479",1,42.11,-73.4
"9480",1,33.68,-83.68
"9481",1,40.45,-83.89
"9482",1,41.79,-87.58
"9483",1,27.58,-81.58
"9484",1,35.26,-80.81
"9485",1,21.9,-159.45
"9486",1,42.18,-89.09
"9487",1,40.64,-74.13
"9488",1,27.59,-80.48
"9489",1,35.34,-79.76
"9490",1,42.28,-72.05
"9491",1,21.32,-158.04
"9492",1,40.66,-74.17
"9493",1,40.66,-74.17
"9494",1,21.47,-158.01
"9495",1,21.47,-158.02
"9496",1,43.85,-94.93
"9497",1,47.18,-98.6
"9498",1,21.41,-158.15
"9499",1,41.75,-70.54
"9500",1,44.12,-88.22
"9501",1,41.86,-71.89
"9502",1,40.54,-84.59
"9503",1,38.43,-99.51
"9504",1,35.38,-79.77
"9505",1,35.54,-80.47
"9506",1,35.58,-78.18
"9507",1,34.52,-79.1
"9508",1,36.45,-76.8
"9509",1,35.97,-78.27
"9510",1,35.52,-77.09
"9511",1,21.38,-157.97
"9512",1,43.4,-84.46
"9513",1,44.27,-75.2
"9514",1,44.21,-74.99
"9515",1,41.75,-70.97
"9516",1,41.68,-71
"9517",1,36.71,-96.7
"9518",1,40.92,-79.28
"9519",1,44.77,-68.16
"9520",1,43.85,-83.31
"9521",1,43.59,-95.41
"9522",1,45.66,-95.02
"9523",1,45.45,-94.75
"9524",1,41.5,-89.58
"9525",1,42.61,-98.43
"9526",1,34.28,-77.99
"9527",1,32.91,-80.7
"9528",1,35.74,-81.21
"9529",1,42.57,-72.61
"9530",1,39.78,-86.04
"9531",1,42.81,-85.99
"9532",1,33,-81.28
"9533",1,33.24,-80.46
"9534",1,41.61,-75.87
"9535",1,41.66,-76.05
"9536",1,43.76,-83.3
"9537",1,35.26,-81.82
"9538",1,35.26,-81.86
"9539",1,35.44,-81.87
"9540",1,36.13,-79.33
"9541",1,35.76,-81.23
"9542",1,36.32,-79.75
"9543",1,35.32,-81.93
"9544",1,35.65,-81.21
"9545",1,35.33,-81.62
"9546",1,35.61,-81.13
"9547",1,35.97,-79.62
"9548",1,35.54,-80.36
"9549",1,36.08,-79.63
"9550",1,36,-79.05
"9551",1,35.97,-79.61
"9552",1,36.15,-79.35
"9553",1,35.95,-79.36
"9554",1,35.99,-79.55
"9555",1,35.59,-81.32
"9556",1,35.74,-81.15
"9557",1,35.21,-81.83
"9558",1,35.31,-81.7
"9559",1,36.08,-78.82
"9560",1,45.39,-92.16
"9561",1,41.79,-70.73
"9562",1,42.17,-77.51
"9563",1,39.74,-86.22
"9564",1,40.12,-83.64
"9565",1,42.34,-79.2
"9566",1,42.04,-78.53
"9567",1,40.56,-83.74
"9568",1,34.97,-79.62
"9569",1,35.44,-77.83
"9570",1,40.78,-73.24
"9571",1,40.77,-73.29
"9572",1,40.82,-73.22
"9573",1,40.83,-73.23
"9574",1,40.91,-72.67
"9575",1,40.76,-73.19
"9576",1,34.99,-78.14
"9577",1,35.28,-81.62
"9578",1,39.99,-74.64
"9579",1,41.53,-87.31
"9580",1,41.43,-85.04
"9581",1,41.5,-87.16
"9582",1,35.5,-76.88
"9583",1,41.67,-75.73
"9584",1,35.4,-77.7
"9585",1,36.1,-78.17
"9586",1,34.96,-77.98
"9587",1,35.86,-77.1
"9588",1,35.31,-79.69
"9589",1,35.3,-77.55
"9590",1,36.01,-77.81
"9591",1,35.67,-77.38
"9592",1,35.43,-77.44
"9593",1,35.64,-77.31
